LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,datetime,content_length
958,03-17,16:15:06.225,1702,2644,Informativo,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",2024-03-17 16:15:06.225,4
959,03-17,16:15:06.235,1702,2633,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:06.235,1
960,03-17,16:15:06.235,1702,2633,Informativo,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",2024-03-17 16:15:06.235,4
961,03-17,16:15:06.241,2626,2838,Advertencia,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,2024-03-17 16:15:06.241,3
962,03-17,16:15:06.241,2626,2838,Informativo,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,2024-03-17 16:15:06.241,2
963,03-17,16:15:06.807,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:06.807,3
964,03-17,16:15:06.807,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:06.807,3
965,03-17,16:15:06.807,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:06.807,4
966,03-17,16:15:07.846,1702,8671,Informativo,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",2024-03-17 16:15:07.846,8
967,03-17,16:15:07.847,1702,8671,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.847,1
968,03-17,16:15:07.847,1702,8671,Informativo,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",2024-03-17 16:15:07.847,4
969,03-17,16:15:07.853,1702,2395,Informativo,PowerManagerService,"acquire lock=120758482, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",2024-03-17 16:15:07.853,8
970,03-17,16:15:07.854,1702,2395,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.854,1
971,03-17,16:15:07.856,1702,3137,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.856,1
972,03-17,16:15:07.859,1702,17621,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.859,1
973,03-17,16:15:07.861,1702,1736,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.861,1
974,03-17,16:15:07.862,1702,27353,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.862,1
975,03-17,16:15:07.902,1702,2555,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:07.902,1
976,03-17,16:15:07.969,2626,2838,Advertencia,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,2024-03-17 16:15:07.969,3
977,03-17,16:15:07.969,2626,2838,Informativo,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,2024-03-17 16:15:07.969,2
978,03-17,16:15:08.022,2626,2839,Advertencia,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,2024-03-17 16:15:08.022,3
979,03-17,16:15:08.023,2626,2839,Informativo,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,2024-03-17 16:15:08.023,2
980,03-17,16:15:08.055,1702,3694,Informativo,PowerManagerService,"release:lock=120758482, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",2024-03-17 16:15:08.055,7
981,03-17,16:15:08.056,1702,3694,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:08.056,1
982,03-17,16:15:08.056,1702,3694,Informativo,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",2024-03-17 16:15:08.056,4
983,03-17,16:15:08.059,3664,3807,Informativo,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>,2024-03-17 16:15:08.059,5
984,03-17,16:15:08.062,2626,2839,Advertencia,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,2024-03-17 16:15:08.062,3
985,03-17,16:15:08.063,2626,2839,Informativo,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,2024-03-17 16:15:08.063,2
986,03-17,16:15:08.066,1702,2644,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:08.066,1
987,03-17,16:15:08.066,1702,2644,Informativo,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",2024-03-17 16:15:08.066,4
988,03-17,16:15:08.076,1702,2633,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:08.076,1
989,03-17,16:15:08.076,1702,2633,Informativo,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",2024-03-17 16:15:08.076,4
990,03-17,16:15:08.080,2626,3848,Advertencia,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,2024-03-17 16:15:08.080,3
991,03-17,16:15:08.080,2626,3848,Informativo,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,2024-03-17 16:15:08.080,2
992,03-17,16:15:08.089,2626,2838,Advertencia,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,2024-03-17 16:15:08.089,3
993,03-17,16:15:08.089,2626,2838,Informativo,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,2024-03-17 16:15:08.089,2
994,03-17,16:15:11.325,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:11.325,3
995,03-17,16:15:11.325,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:11.325,3
996,03-17,16:15:11.325,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:11.325,4
997,03-17,16:15:15.843,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:15.843,3
998,03-17,16:15:15.844,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:15.844,3
999,03-17,16:15:15.844,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:15.844,4
1000,03-17,16:15:18.834,1702,27357,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:18.834,9
1001,03-17,16:15:18.856,28601,28601,Informativo,AudioManager,unregisterAudioFocusListener...,E153,unregisterAudioFocusListener...,2024-03-17 16:15:18.856,1
1002,03-17,16:15:18.856,28601,28601,Informativo,AudioManager,abandonAudioFocus,E9,abandonAudioFocus,2024-03-17 16:15:18.856,1
1003,03-17,16:15:18.859,28601,12278,Informativo,MediaPlayer,"[HSM] stayAwake false uid: 10111, pid: 28601",E4,"[HSM] stayAwake false uid: <*>, pid: <*>",2024-03-17 16:15:18.859,7
1004,03-17,16:15:18.866,28601,12278,Informativo,MediaPlayer,Pid:28601 MediaPlayer destructor,E98,Pid:<*> MediaPlayer destructor,2024-03-17 16:15:18.866,3
1005,03-17,16:15:19.879,1702,2555,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:19.879,9
1006,03-17,16:15:19.882,1702,17621,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:19.882,9
1007,03-17,16:15:19.986,1702,3693,Informativo,DisplayManagerService,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,E147,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,2024-03-17 16:15:19.986,2
1008,03-17,16:15:19.986,1702,3693,Informativo,DisplayManagerService,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,E146,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,2024-03-17 16:15:19.986,2
1009,03-17,16:15:19.992,1702,2644,Informativo,ActivityManager,Process com.tencent.mobileqq:qzone (pid 12236) has died,E101,Process <*>:qzone (pid <*>) has died,2024-03-17 16:15:19.992,6
1010,03-17,16:15:19.992,1702,2644,Informativo,ActivityManager,cleanUpApplicationRecord -- 12236,E36,cleanUpApplicationRecord -- <*>,2024-03-17 16:15:19.992,3
1011,03-17,16:15:19.993,1702,2644,Advertencia,ActivityManager,Scheduling restart of crashed service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService in 1000ms,E117,Scheduling restart of crashed service <*>.<*> in <*>,2024-03-17 16:15:19.993,8
1012,03-17,16:15:19.993,1702,2644,Informativo,ActivityManager,"cleanUpApplicationRecordLocked, pid: 12236, restart: false",E37,"cleanUpApplicationRecordLocked, pid: <*>, restart: false",2024-03-17 16:15:19.993,5
1013,03-17,16:15:19.993,1702,2644,Informativo,ActivityManager,"cleanUpApplicationRecordLocked, reset pid: 12236, euid: 0",E38,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",2024-03-17 16:15:19.993,6
1014,03-17,16:15:20.000,1702,14638,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:20.000,9
1015,03-17,16:15:20.118,23650,23685,Informativo,AudioManager,isMusicActive...,E72,isMusicActive...,2024-03-17 16:15:20.118,1
1016,03-17,16:15:20.357,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:20.357,3
1017,03-17,16:15:20.357,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:20.357,3
1018,03-17,16:15:20.357,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:20.357,4
1019,03-17,16:15:20.661,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:20.661,3
1020,03-17,16:15:20.661,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:20.661,3
1021,03-17,16:15:20.661,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:20.661,4
1022,03-17,16:15:20.963,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:20.963,3
1023,03-17,16:15:20.963,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:20.963,3
1024,03-17,16:15:20.963,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:20.963,4
1025,03-17,16:15:20.995,1702,1765,Informativo,ActivityManager,"new Process app=ProcessRecord{6eaaf00 0:com.tencent.mobileqq:qzone/u0a111}, name: com.tencent.mobileqq:qzone, euid: 0",E83,"new Process app=ProcessRecord{<*> <*>:<*>:qzone<*>}, name: <*>:qzone, euid: <*>",2024-03-17 16:15:20.995,8
1026,03-17,16:15:21.065,1702,1765,Informativo,ActivityManager,Start proc 13003:com.tencent.mobileqq:qzone/u0a111 for service com.tencent.mobileqq/cooperation.qzone.remote.logic.QzoneWebPluginProxyService,E138,Start proc <*>:<*>:qzone<*> for service <*>.<*>,2024-03-17 16:15:21.065,6
1027,03-17,16:15:21.126,1702,2250,Informativo,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 13003",E15,"ActivityManagerService,attachApplication,callingPid = <*>",2024-03-17 16:15:21.126,3
1028,03-17,16:15:21.207,1702,8289,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:21.207,9
1029,03-17,16:15:21.230,1702,2107,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:21.230,9
1030,03-17,16:15:21.264,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:21.264,3
1031,03-17,16:15:21.264,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:21.264,3
1032,03-17,16:15:21.264,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:21.264,4
1033,03-17,16:15:21.323,1702,14638,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:21.323,9
1034,03-17,16:15:21.566,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:21.566,3
1035,03-17,16:15:21.566,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:21.566,3
1036,03-17,16:15:21.566,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:21.566,4
1037,03-17,16:15:21.868,1702,8671,Advertencia,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:21.868,9
1038,03-17,16:15:22.067,1702,8303,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.067,9
1039,03-17,16:15:22.073,1702,2395,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.073,9
1040,03-17,16:15:22.122,1702,10454,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.122,9
1041,03-17,16:15:22.136,1702,3693,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.136,9
1042,03-17,16:15:22.149,1702,1736,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.149,9
1043,03-17,16:15:22.152,1702,27353,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.152,9
1044,03-17,16:15:22.154,1702,2113,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.154,9
1045,03-17,16:15:22.176,1702,3693,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.176,9
1046,03-17,16:15:22.259,1702,8289,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.259,9
1047,03-17,16:15:22.425,1702,3137,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.425,9
1048,03-17,16:15:22.517,1702,17630,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:22.517,9
1049,03-17,16:15:23.375,1702,3694,Advertencia,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:23.375,9
1050,03-17,16:15:24.642,1702,27353,Advertencia,ActivityManager,getRunningAppProcesses: caller 10113 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:24.642,9
1051,03-17,16:15:24.872,1702,1820,Informativo,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,2024-03-17 16:15:24.872,3
1052,03-17,16:15:24.873,1702,1820,Informativo,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,2024-03-17 16:15:24.873,3
1053,03-17,16:15:24.873,1702,1820,Informativo,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",2024-03-17 16:15:24.873,4
1054,03-17,16:15:25.011,1702,2556,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:25.011,9
1055,03-17,16:15:25.015,1702,17622,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:25.015,9
1056,03-17,16:15:25.020,1702,14640,Advertencia,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:25.020,9
1057,03-17,16:15:25.046,1702,17621,Advertencia,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,2024-03-17 16:15:25.046,9
1058,03-17,16:15:25.163,1702,2105,Informativo,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261949797, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",2024-03-17 16:15:25.163,5
1059,03-17,16:15:25.164,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:25.164,1
1060,03-17,16:15:25.167,2227,2227,Informativo,PhoneStatusBar,suspendAutohide,E148,suspendAutohide,2024-03-17 16:15:25.167,1
1061,03-17,16:15:25.170,1702,14638,Informativo,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,E69,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,2024-03-17 16:15:25.170,9
1062,03-17,16:15:25.170,1702,14638,Informativo,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1",E67,"interceptKeyBeforeQueueing: key <*> , result : <*>",2024-03-17 16:15:25.170,7
1063,03-17,16:15:25.171,1702,2105,Informativo,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261949805, event=1, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",2024-03-17 16:15:25.171,5
1064,03-17,16:15:25.171,1702,2105,Informativo,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",2024-03-17 16:15:25.171,1
1065,03-17,16:15:25.196,1702,3693,Informativo,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,2024-03-17 16:15:25.196,13
1066,03-17,16:15:25.201,2227,2227,Informativo,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),2024-03-17 16:15:25.201,1
1067,03-17,16:15:25.201,2227,2227,Informativo,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",2024-03-17 16:15:25.201,18
