LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,datetime,content_length
1016,-,1121599560,2005-07-17,R10-M0-NC-C:J09-U11,2005-07-17-04.26.00.533212,R10-M0-NC-C:J09-U11,RAS,KERNEL,Informativo,generating core.26734,E67,generating core.<*>,2005-07-17 11:26:00,2
1017,-,1121599608,2005-07-17,R14-M1-N0-C:J09-U11,2005-07-17-04.26.48.055689,R14-M1-N0-C:J09-U11,RAS,KERNEL,Informativo,generating core.39406,E67,generating core.<*>,2005-07-17 11:26:48,2
1018,-,1121599612,2005-07-17,R00-M1-N0-C:J08-U11,2005-07-17-04.26.52.789085,R00-M1-N0-C:J08-U11,RAS,KERNEL,Informativo,generating core.30886,E67,generating core.<*>,2005-07-17 11:26:52,2
1019,-,1121599720,2005-07-17,R17-M1-N4-C:J14-U01,2005-07-17-04.28.40.989032,R17-M1-N4-C:J14-U01,RAS,KERNEL,Informativo,generating core.11916,E67,generating core.<*>,2005-07-17 11:28:40,2
1020,-,1121706993,2005-07-18,R37-M1-NE-C:J02-U11,2005-07-18-10.16.33.614707,R37-M1-NE-C:J02-U11,RAS,KERNEL,Informativo,generating core.25367,E67,generating core.<*>,2005-07-18 17:16:33,2
1021,-,1121707096,2005-07-18,R21-M1-N2-C:J07-U01,2005-07-18-10.18.16.381095,R21-M1-N2-C:J07-U01,RAS,KERNEL,Informativo,generating core.23150,E67,generating core.<*>,2005-07-18 17:18:16,2
1022,-,1121707109,2005-07-18,R22-M0-N2-C:J12-U11,2005-07-18-10.18.29.909939,R22-M0-N2-C:J12-U11,RAS,KERNEL,Informativo,generating core.31197,E67,generating core.<*>,2005-07-18 17:18:29,2
1023,-,1121707209,2005-07-18,R30-M1-NE-C:J02-U11,2005-07-18-10.20.09.218913,R30-M1-NE-C:J02-U11,RAS,KERNEL,Informativo,generating core.29207,E67,generating core.<*>,2005-07-18 17:20:09,2
1024,-,1121707280,2005-07-18,R23-M0-N2-C:J15-U01,2005-07-18-10.21.20.444216,R23-M0-N2-C:J15-U01,RAS,KERNEL,Informativo,generating core.11244,E67,generating core.<*>,2005-07-18 17:21:20,2
1025,-,1121707362,2005-07-18,R36-M1-N8-C:J06-U01,2005-07-18-10.22.42.290042,R36-M1-N8-C:J06-U01,RAS,KERNEL,Informativo,generating core.16134,E67,generating core.<*>,2005-07-18 17:22:42,2
1026,-,1121707363,2005-07-18,R26-M0-NC-C:J07-U11,2005-07-18-10.22.43.700974,R26-M0-NC-C:J07-U11,RAS,KERNEL,Informativo,generating core.14142,E67,generating core.<*>,2005-07-18 17:22:43,2
1027,-,1121707390,2005-07-18,R27-M0-N0-C:J12-U11,2005-07-18-10.23.10.943573,R27-M0-N0-C:J12-U11,RAS,KERNEL,Informativo,generating core.27997,E67,generating core.<*>,2005-07-18 17:23:10,2
1028,-,1121707427,2005-07-18,R34-M1-N8-C:J07-U01,2005-07-18-10.23.47.339006,R34-M1-N8-C:J07-U01,RAS,KERNEL,Informativo,generating core.16038,E67,generating core.<*>,2005-07-18 17:23:47,2
1029,-,1121707460,2005-07-18,R23-M1-N0-C:J05-U01,2005-07-18-10.24.20.440509,R23-M1-N0-C:J05-U01,RAS,KERNEL,Informativo,generating core.7663,E67,generating core.<*>,2005-07-18 17:24:20,2
1030,KERNTERM,1121727206,2005-07-18,R20-M1-N8-C:J12-U01,2005-07-18-15.53.26.229596,R20-M1-N8-C:J12-U01,RAS,KERNEL,Error,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",E112,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>",2005-07-18 22:53:26,15
1031,-,1121727746,2005-07-18,R00-M1-N5-C:J03-U11,2005-07-18-16.02.26.154455,R00-M1-N5-C:J03-U11,RAS,KERNEL,Error,debug wait enable.................0,E58,debug wait enable.................<*>,2005-07-18 23:02:26,3
1032,-,1121736053,2005-07-18,R02-M1-N5-C:J17-U01,2005-07-18-18.20.53.293303,R02-M1-N5-C:J17-U01,RAS,KERNEL,Informativo,generating core.176,E67,generating core.<*>,2005-07-19 01:20:53,2
1033,-,1121900469,2005-07-20,R33-M1-N3-C:J02-U01,2005-07-20-16.01.09.861175,R33-M1-N3-C:J02-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:01:09,5
1034,-,1121900596,2005-07-20,R24-M0-NB-C:J06-U11,2005-07-20-16.03.16.028154,R24-M0-NB-C:J06-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:03:16,5
1035,-,1121900682,2005-07-20,R30-M1-N9-C:J14-U11,2005-07-20-16.04.42.418104,R30-M1-N9-C:J14-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:04:42,5
1036,-,1121900708,2005-07-20,R35-M1-N5-C:J08-U11,2005-07-20-16.05.08.320371,R35-M1-N5-C:J08-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:05:08,5
1037,-,1121900851,2005-07-20,R32-M1-N5-C:J06-U01,2005-07-20-16.07.31.195707,R32-M1-N5-C:J06-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:07:31,5
1038,-,1121900875,2005-07-20,R10-M0-NF-C:J04-U01,2005-07-20-16.07.55.072864,R10-M0-NF-C:J04-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:07:55,5
1039,-,1121901038,2005-07-20,R16-M0-N3-C:J11-U01,2005-07-20-16.10.38.843234,R16-M0-N3-C:J11-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:10:38,5
1040,-,1121901046,2005-07-20,R00-M1-NF-C:J04-U11,2005-07-20-16.10.46.120814,R00-M1-NF-C:J04-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:10:46,5
1041,-,1121901110,2005-07-20,R15-M0-N2-C:J04-U11,2005-07-20-16.11.50.364727,R15-M0-N2-C:J04-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:11:50,5
1042,-,1121901115,2005-07-20,R11-M1-NB-C:J15-U11,2005-07-20-16.11.55.030054,R11-M1-NB-C:J15-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:11:55,5
1043,-,1121901136,2005-07-20,R04-M1-N1-C:J12-U01,2005-07-20-16.12.16.427147,R04-M1-N1-C:J12-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:12:16,5
1044,-,1121901193,2005-07-20,R02-M0-NF-C:J10-U11,2005-07-20-16.13.13.815662,R02-M0-NF-C:J10-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:13:13,5
1045,-,1121901286,2005-07-20,R04-M1-NE-C:J02-U11,2005-07-20-16.14.46.720905,R04-M1-NE-C:J02-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:14:46,5
1046,-,1121901372,2005-07-20,R35-M1-N4-C:J17-U01,2005-07-20-16.16.12.601313,R35-M1-N4-C:J17-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:16:12,5
1047,-,1121901493,2005-07-20,R05-M1-NC-C:J14-U11,2005-07-20-16.18.13.877286,R05-M1-NC-C:J14-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:18:13,5
1048,-,1121901515,2005-07-20,R14-M0-N8-C:J13-U11,2005-07-20-16.18.35.920838,R14-M0-N8-C:J13-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:18:35,5
1049,-,1121901541,2005-07-20,R11-M1-N0-C:J08-U01,2005-07-20-16.19.01.457880,R11-M1-N0-C:J08-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:19:01,5
1050,-,1121901551,2005-07-20,R17-M0-N4-C:J06-U01,2005-07-20-16.19.11.825942,R17-M0-N4-C:J06-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:19:11,5
1051,-,1121902597,2005-07-20,R11-M1-NE-C:J09-U01,2005-07-20-16.36.37.976854,R11-M1-NE-C:J09-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:36:37,5
1052,-,1121902788,2005-07-20,R31-M0-NC-C:J14-U11,2005-07-20-16.39.48.713007,R31-M0-NC-C:J14-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:39:48,5
1053,-,1121902797,2005-07-20,R27-M1-NC-C:J15-U01,2005-07-20-16.39.57.764472,R27-M1-NC-C:J15-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:39:57,5
1054,-,1121902827,2005-07-20,R25-M1-N8-C:J03-U01,2005-07-20-16.40.27.205362,R25-M1-N8-C:J03-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:40:27,5
1055,-,1121902859,2005-07-20,R10-M1-N0-C:J09-U11,2005-07-20-16.40.59.622276,R10-M1-N0-C:J09-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:40:59,5
1056,-,1121902860,2005-07-20,R10-M1-N0-C:J16-U11,2005-07-20-16.41.00.180072,R10-M1-N0-C:J16-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:41:00,5
1057,-,1121902868,2005-07-20,R00-M0-N4-C:J17-U01,2005-07-20-16.41.08.898577,R00-M0-N4-C:J17-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:41:08,5
1058,-,1121903649,2005-07-20,R34-M0-N1-C:J08-U01,2005-07-20-16.54.09.929292,R34-M0-N1-C:J08-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:54:09,5
1059,-,1121903678,2005-07-20,R32-M0-N3-C:J09-U11,2005-07-20-16.54.38.831021,R32-M0-N3-C:J09-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:54:38,5
1060,-,1121903679,2005-07-20,R32-M0-N3-C:J08-U11,2005-07-20-16.54.39.433528,R32-M0-N3-C:J08-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:54:39,5
1061,-,1121903735,2005-07-20,R12-M1-N5-C:J15-U11,2005-07-20-16.55.35.876056,R12-M1-N5-C:J15-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:55:35,5
1062,-,1121903795,2005-07-20,R06-M0-N7-C:J10-U11,2005-07-20-16.56.35.232612,R06-M0-N7-C:J10-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:56:35,5
1063,-,1121903856,2005-07-20,R02-M0-N8-C:J12-U01,2005-07-20-16.57.36.030657,R02-M0-N8-C:J12-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-20 23:57:36,5
1064,-,1121904520,2005-07-20,R36-M0-N7-C:J08-U01,2005-07-20-17.08.40.559526,R36-M0-N7-C:J08-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-21 00:08:40,5
1065,-,1121904541,2005-07-20,R24-M1-N5-C:J03-U01,2005-07-20-17.09.01.109294,R24-M1-N5-C:J03-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-21 00:09:01,5
1066,-,1121904572,2005-07-20,R32-M0-N5-C:J10-U11,2005-07-20-17.09.32.073144,R32-M0-N5-C:J10-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-21 00:09:32,5
1067,-,1121904574,2005-07-20,R10-M1-ND-C:J17-U11,2005-07-20-17.09.34.845947,R10-M1-ND-C:J17-U11,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-21 00:09:34,5
1068,-,1121905368,2005-07-20,R02-M0-NF-C:J13-U01,2005-07-20-17.22.48.249852,R02-M0-NF-C:J13-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-21 00:22:48,5
1069,-,1121906028,2005-07-20,R36-M0-NE-C:J17-U01,2005-07-20-17.33.48.094973,R36-M0-NE-C:J17-U01,RAS,KERNEL,Informativo,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-21 00:33:48,5
1070,-,1122126854,2005-07-23,R27-M0-N5-C:J11-U11,2005-07-23-06.54.14.284728,R27-M0-N5-C:J11-U11,RAS,KERNEL,Informativo,total of 1 ddr error(s) detected and corrected,E118,total of <*> ddr error(s) detected and corrected,2005-07-23 13:54:14,8
1071,-,1122132688,2005-07-23,R16-M0-N8-C:J09-U01,2005-07-23-08.31.28.200982,R16-M0-N8-C:J09-U01,RAS,KERNEL,Informativo,generating core.7830,E67,generating core.<*>,2005-07-23 15:31:28,2
1072,-,1122132705,2005-07-23,R12-M1-N0-C:J13-U01,2005-07-23-08.31.45.382020,R12-M1-N0-C:J13-U01,RAS,KERNEL,Informativo,generating core.1781,E67,generating core.<*>,2005-07-23 15:31:45,2
1073,-,1122132718,2005-07-23,R10-M1-ND-C:J11-U01,2005-07-23-08.31.58.764442,R10-M1-ND-C:J11-U01,RAS,KERNEL,Informativo,generating core.8977,E67,generating core.<*>,2005-07-23 15:31:58,2
1074,-,1122132758,2005-07-23,R17-M0-N7-C:J11-U01,2005-07-23-08.32.38.872396,R17-M0-N7-C:J11-U01,RAS,KERNEL,Informativo,generating core.12721,E67,generating core.<*>,2005-07-23 15:32:38,2
1075,-,1122132819,2005-07-23,R14-M0-ND-C:J11-U11,2005-07-23-08.33.39.102357,R14-M0-ND-C:J11-U11,RAS,KERNEL,Informativo,generating core.15193,E67,generating core.<*>,2005-07-23 15:33:39,2
1076,-,1122132870,2005-07-23,R16-M1-N5-C:J15-U01,2005-07-23-08.34.30.223226,R16-M1-N5-C:J15-U01,RAS,KERNEL,Informativo,generating core.9136,E67,generating core.<*>,2005-07-23 15:34:30,2
1077,-,1122133251,2005-07-23,R27-M0-NE-C:J11-U11,2005-07-23-08.40.51.684790,R27-M0-NE-C:J11-U11,RAS,KERNEL,Informativo,generating core.9021,E67,generating core.<*>,2005-07-23 15:40:51,2
1078,-,1122133459,2005-07-23,R37-M0-NC-C:J03-U01,2005-07-23-08.44.19.668771,R37-M0-NC-C:J03-U01,RAS,KERNEL,Informativo,generating core.5927,E67,generating core.<*>,2005-07-23 15:44:19,2
1079,-,1122133483,2005-07-23,R26-M1-N0-C:J05-U11,2005-07-23-08.44.43.722542,R26-M1-N0-C:J05-U11,RAS,KERNEL,Informativo,generating core.3455,E67,generating core.<*>,2005-07-23 15:44:43,2
1080,-,1122133520,2005-07-23,R30-M0-N8-C:J12-U11,2005-07-23-08.45.20.908335,R30-M0-N8-C:J12-U11,RAS,KERNEL,Informativo,generating core.3093,E67,generating core.<*>,2005-07-23 15:45:20,2
1081,-,1122139627,2005-07-23,R01-M0-NE-C:J17-U01,2005-07-23-10.27.07.224287,R01-M0-NE-C:J17-U01,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 17:27:07,5
1082,-,1122139629,2005-07-23,R05-M1-N5-C:J14-U11,2005-07-23-10.27.09.450287,R05-M1-N5-C:J14-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 17:27:09,5
1083,-,1122139727,2005-07-23,R04-M0-N4-C:J12-U01,2005-07-23-10.28.47.226151,R04-M0-N4-C:J12-U01,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 17:28:47,5
1084,-,1122139731,2005-07-23,R01-M1-N8-C:J13-U11,2005-07-23-10.28.51.576312,R01-M1-N8-C:J13-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 17:28:51,5
1085,-,1122143012,2005-07-23,R14-M1-N3-C:J04-U01,2005-07-23-11.23.32.715770,R14-M1-N3-C:J04-U01,RAS,KERNEL,Informativo,generating core.9315,E67,generating core.<*>,2005-07-23 18:23:32,2
1086,-,1122143037,2005-07-23,R10-M0-N2-C:J12-U01,2005-07-23-11.23.57.554984,R10-M0-N2-C:J12-U01,RAS,KERNEL,Informativo,generating core.7205,E67,generating core.<*>,2005-07-23 18:23:57,2
1087,-,1122143084,2005-07-23,R13-M1-NF-C:J12-U01,2005-07-23-11.24.44.659166,R13-M1-NF-C:J12-U01,RAS,KERNEL,Informativo,generating core.2241,E67,generating core.<*>,2005-07-23 18:24:44,2
1088,-,1122143119,2005-07-23,R15-M1-N6-C:J02-U11,2005-07-23-11.25.19.391258,R15-M1-N6-C:J02-U11,RAS,KERNEL,Informativo,generating core.10607,E67,generating core.<*>,2005-07-23 18:25:19,2
1089,-,1122143241,2005-07-23,R10-M0-NC-C:J15-U11,2005-07-23-11.27.21.304353,R10-M0-NC-C:J15-U11,RAS,KERNEL,Informativo,generating core.6940,E67,generating core.<*>,2005-07-23 18:27:21,2
1090,-,1122143251,2005-07-23,R10-M0-N4-C:J05-U11,2005-07-23-11.27.31.167078,R10-M0-N4-C:J05-U11,RAS,KERNEL,Informativo,generating core.14911,E67,generating core.<*>,2005-07-23 18:27:31,2
1091,-,1122143827,2005-07-23,R33-M1-N5-C:J13-U11,2005-07-23-11.37.07.526139,R33-M1-N5-C:J13-U11,RAS,KERNEL,Informativo,generating core.9713,E67,generating core.<*>,2005-07-23 18:37:07,2
1092,-,1122143917,2005-07-23,R37-M1-N1-C:J11-U11,2005-07-23-11.38.37.267951,R37-M1-N1-C:J11-U11,RAS,KERNEL,Informativo,generating core.28529,E67,generating core.<*>,2005-07-23 18:38:37,2
1093,-,1122143971,2005-07-23,R24-M1-N3-C:J16-U01,2005-07-23-11.39.31.111761,R24-M1-N3-C:J16-U01,RAS,KERNEL,Informativo,generating core.18632,E67,generating core.<*>,2005-07-23 18:39:31,2
1094,-,1122144001,2005-07-23,R22-M1-N3-C:J12-U01,2005-07-23-11.40.01.453782,R22-M1-N3-C:J12-U01,RAS,KERNEL,Informativo,generating core.2505,E67,generating core.<*>,2005-07-23 18:40:01,2
1095,-,1122144004,2005-07-23,R21-M0-NF-C:J09-U11,2005-07-23-11.40.04.831495,R21-M0-NF-C:J09-U11,RAS,KERNEL,Informativo,generating core.24634,E67,generating core.<*>,2005-07-23 18:40:04,2
1096,-,1122144022,2005-07-23,R22-M0-N3-C:J02-U01,2005-07-23-11.40.22.071233,R22-M0-N3-C:J02-U01,RAS,KERNEL,Informativo,generating core.31691,E67,generating core.<*>,2005-07-23 18:40:22,2
1097,-,1122144024,2005-07-23,R24-M1-N2-C:J02-U01,2005-07-23-11.40.24.966850,R24-M1-N2-C:J02-U01,RAS,KERNEL,Informativo,generating core.2767,E67,generating core.<*>,2005-07-23 18:40:24,2
1098,-,1122144042,2005-07-23,R36-M1-NE-C:J11-U11,2005-07-23-11.40.42.753000,R36-M1-NE-C:J11-U11,RAS,KERNEL,Informativo,generating core.29493,E67,generating core.<*>,2005-07-23 18:40:42,2
1099,-,1122144072,2005-07-23,R33-M0-NB-C:J10-U01,2005-07-23-11.41.12.568550,R33-M0-NB-C:J10-U01,RAS,KERNEL,Informativo,generating core.23425,E67,generating core.<*>,2005-07-23 18:41:12,2
1100,-,1122147215,2005-07-23,R01-M1-N1-C:J03-U11,2005-07-23-12.33.35.436731,R01-M1-N1-C:J03-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 19:33:35,5
1101,-,1122160892,2005-07-23,R01-M1-NB-C:J03-U11,2005-07-23-16.21.32.749114,R01-M1-NB-C:J03-U11,RAS,KERNEL,Informativo,"1 ddr errors(s) detected and corrected on rank 0, symbol 20, bit 3",E2,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",2005-07-23 23:21:32,13
1102,-,1122160898,2005-07-23,R04-M0-N1-C:J10-U01,2005-07-23-16.21.38.272915,R04-M0-N1-C:J10-U01,RAS,KERNEL,Informativo,total of 23 ddr error(s) detected and corrected,E118,total of <*> ddr error(s) detected and corrected,2005-07-23 23:21:38,8
1103,-,1122162130,2005-07-23,R24-M1-ND-C:J09-U11,2005-07-23-16.42.10.500605,R24-M1-ND-C:J09-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 23:42:10,5
1104,-,1122162200,2005-07-23,R33-M1-N1-C:J09-U01,2005-07-23-16.43.20.845234,R33-M1-N1-C:J09-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 23:43:20,5
1105,-,1122162364,2005-07-23,R27-M0-N9-C:J07-U11,2005-07-23-16.46.04.171597,R27-M0-N9-C:J07-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-23 23:46:04,5
1106,-,1122164883,2005-07-23,R17-M1-NF-C:J10-U11,2005-07-23-17.28.03.140418,R17-M1-NF-C:J10-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:28:03,5
1107,-,1122164887,2005-07-23,R17-M1-N9-C:J05-U01,2005-07-23-17.28.07.326889,R17-M1-N9-C:J05-U01,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:28:07,5
1108,-,1122164950,2005-07-23,R11-M0-N9-C:J17-U01,2005-07-23-17.29.10.970499,R11-M0-N9-C:J17-U01,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:29:10,5
1109,-,1122164957,2005-07-23,R15-M0-N6-C:J12-U01,2005-07-23-17.29.17.315417,R15-M0-N6-C:J12-U01,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:29:17,5
1110,-,1122164972,2005-07-23,R13-M1-N2-C:J06-U11,2005-07-23-17.29.32.058080,R13-M1-N2-C:J06-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:29:32,5
1111,-,1122165031,2005-07-23,R14-M1-N4-C:J04-U01,2005-07-23-17.30.31.565397,R14-M1-N4-C:J04-U01,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:30:31,5
1112,-,1122165037,2005-07-23,R12-M0-N0-C:J12-U11,2005-07-23-17.30.37.160243,R12-M0-N0-C:J12-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:30:37,5
1113,-,1122165073,2005-07-23,R13-M1-N4-C:J04-U11,2005-07-23-17.31.13.824418,R13-M1-N4-C:J04-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:31:13,5
1114,-,1122165076,2005-07-23,R13-M0-N0-C:J15-U11,2005-07-23-17.31.16.270211,R13-M0-N0-C:J15-U11,RAS,KERNEL,Informativo,15 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:31:16,5
1115,-,1122165233,2005-07-23,R16-M0-N9-C:J08-U11,2005-07-23-17.33.53.667330,R16-M0-N9-C:J08-U11,RAS,KERNEL,Informativo,generating core.7818,E67,generating core.<*>,2005-07-24 00:33:53,2
1116,-,1122165293,2005-07-23,R12-M0-NC-C:J05-U01,2005-07-23-17.34.53.711297,R12-M0-NC-C:J05-U01,RAS,KERNEL,Informativo,generating core.15063,E67,generating core.<*>,2005-07-24 00:34:53,2
1117,-,1122165304,2005-07-23,R16-M0-N0-C:J10-U01,2005-07-23-17.35.04.461170,R16-M0-N0-C:J10-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:35:04,5
1118,-,1122165425,2005-07-23,R14-M1-N3-C:J15-U01,2005-07-23-17.37.05.399108,R14-M1-N3-C:J15-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:37:05,5
1119,-,1122165429,2005-07-23,R16-M0-NE-C:J06-U01,2005-07-23-17.37.09.528299,R16-M0-NE-C:J06-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:37:09,5
1120,-,1122165437,2005-07-23,R16-M0-ND-C:J02-U11,2005-07-23-17.37.17.280587,R16-M0-ND-C:J02-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:37:17,5
1121,-,1122165453,2005-07-23,R12-M1-N6-C:J06-U11,2005-07-23-17.37.33.651480,R12-M1-N6-C:J06-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:37:33,5
1122,-,1122165503,2005-07-23,R16-M1-N3-C:J15-U11,2005-07-23-17.38.23.229235,R16-M1-N3-C:J15-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:38:23,5
1123,-,1122165588,2005-07-23,R17-M0-N4-C:J06-U11,2005-07-23-17.39.48.305148,R17-M0-N4-C:J06-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:39:48,5
1124,-,1122165615,2005-07-23,R15-M0-N6-C:J10-U11,2005-07-23-17.40.15.015021,R15-M0-N6-C:J10-U11,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:40:15,5
1125,-,1122165629,2005-07-23,R14-M1-N0-C:J06-U01,2005-07-23-17.40.29.371632,R14-M1-N0-C:J06-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:40:29,5
1126,-,1122165682,2005-07-23,R10-M1-N4-C:J06-U01,2005-07-23-17.41.22.125837,R10-M1-N4-C:J06-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:41:22,5
1127,-,1122165850,2005-07-23,R17-M0-NF-C:J04-U01,2005-07-23-17.44.10.520225,R17-M0-NF-C:J04-U01,RAS,KERNEL,Informativo,5 floating point alignment exceptions,E4,<*> floating point alignment exceptions,2005-07-24 00:44:10,5
