LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,datetime,content_length
999,2015-07-29,19:29:27.199,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:59897,E40,Received connection request /<*>:<*>,2015-07-29 19:29:27.199,4
1000,2015-07-29,19:29:27.298,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56426,E40,Received connection request /<*>:<*>,2015-07-29 19:29:27.298,4
1001,2015-07-29,19:29:27.299,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:29:27.299,7
1002,2015-07-29,19:29:30.540,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:29:30.540,11
1003,2015-07-29,19:29:30.639,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:29:30.639,2
1004,2015-07-29,19:29:37.321,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:29:37.321,7
1005,2015-07-29,19:29:40.559,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:29:40.559,7
1006,2015-07-29,19:29:40.562,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:29:40.562,7
1007,2015-07-29,19:29:40.566,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:29:40.566,11
1008,2015-07-29,19:29:40.664,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56483,E40,Received connection request /<*>:<*>,2015-07-29 19:29:40.664,4
1009,2015-07-29,19:29:43.899,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:59968,E40,Received connection request /<*>:<*>,2015-07-29 19:29:43.899,4
1010,2015-07-29,19:29:44.109,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:29:44.109,11
1011,2015-07-29,19:29:44.110,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:29:44.110,7
1012,2015-07-29,19:29:47.343,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:29:47.343,4
1013,2015-07-29,19:29:50.793,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:29:50.793,4
1014,2015-07-29,19:29:54.022,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:29:54.022,4
1015,2015-07-29,19:29:54.133,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:29:54.133,2
1016,2015-07-29,19:29:54.134,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:29:54.134,2
1017,2015-07-29,19:29:57.472,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:29:57.472,2
1018,2015-07-29,19:29:57.473,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:29:57.473,11
1019,2015-07-29,19:29:57.474,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:29:57.474,2
1020,2015-07-29,19:30:00.813,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:30:00.813,7
1021,2015-07-29,19:30:00.814,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:00.814,4
1022,2015-07-29,19:30:04.152,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44387,E40,Received connection request /<*>:<*>,2015-07-29 19:30:04.152,4
1023,2015-07-29,19:30:04.154,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:30:04.154,11
1024,2015-07-29,19:30:07.289,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:07.289,4
1025,2015-07-29,19:30:10.625,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:60068,E40,Received connection request /<*>:<*>,2015-07-29 19:30:10.625,4
1026,2015-07-29,19:30:10.728,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:10.728,4
1027,2015-07-29,19:30:10.729,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:10.729,4
1028,2015-07-29,19:30:13.966,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:13.966,2
1029,2015-07-29,19:30:20.650,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:30:20.650,7
1030,2015-07-29,19:30:20.748,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:30:20.748,7
1031,2015-07-29,19:30:20.857,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:20.857,2
1032,2015-07-29,19:30:23.989,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:30:23.989,11
1033,2015-07-29,19:30:23.995,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:23.995,2
1034,2015-07-29,19:30:27.429,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56644,E40,Received connection request /<*>:<*>,2015-07-29 19:30:27.429,4
1035,2015-07-29,19:30:34.221,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:30:34.221,11
1036,2015-07-29,19:30:37.451,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:37.451,4
1037,2015-07-29,19:30:37.451,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:37.451,2
1038,2015-07-29,19:30:40.692,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:30:40.692,11
1039,2015-07-29,19:30:47.372,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:47.372,4
1040,2015-07-29,19:30:47.582,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:47.582,2
1041,2015-07-29,19:30:50.712,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:60213,E40,Received connection request /<*>:<*>,2015-07-29 19:30:50.712,4
1042,2015-07-29,19:30:50.712,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:30:50.712,7
1043,2015-07-29,19:30:50.923,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44558,E40,Received connection request /<*>:<*>,2015-07-29 19:30:50.923,4
1044,2015-07-29,19:30:54.053,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:54.053,2
1045,2015-07-29,19:30:54.151,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:30:54.151,11
1046,2015-07-29,19:30:57.394,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:30:57.394,11
1047,2015-07-29,19:30:57.395,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:30:57.395,4
1048,2015-07-29,19:30:57.492,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:30:57.492,2
1049,2015-07-29,19:31:00.739,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:31:00.739,4
1050,2015-07-29,19:31:00.945,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:31:00.945,11
1051,2015-07-29,19:31:07.510,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56786,E40,Received connection request /<*>:<*>,2015-07-29 19:31:07.510,4
1052,2015-07-29,19:31:07.513,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:31:07.513,2
1053,2015-07-29,19:31:14.096,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:31:14.096,4
1054,2015-07-29,19:31:14.103,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:31:14.103,7
1055,2015-07-29,19:31:17.437,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:31:17.437,11
1056,2015-07-29,19:31:17.534,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56830,E40,Received connection request /<*>:<*>,2015-07-29 19:31:17.534,4
1057,2015-07-29,19:31:20.785,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:31:20.785,2
1058,2015-07-29,19:31:20.871,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56834,E40,Received connection request /<*>:<*>,2015-07-29 19:31:20.871,4
1059,2015-07-29,19:31:27.554,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:31:27.554,7
1060,2015-07-29,19:31:27.555,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:31:27.555,4
1061,2015-07-29,19:31:27.555,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:31:27.555,11
1062,2015-07-29,19:31:27.667,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:31:27.667,2
1063,2015-07-29,19:31:30.892,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:31:30.892,11
1064,2015-07-29,19:31:34.139,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:31:34.139,4
1065,2015-07-29,19:31:34.233,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:31:34.233,7
1066,2015-07-29,19:31:41.026,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:31:41.026,2
1067,2015-07-29,19:31:44.257,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:31:44.257,7
1068,2015-07-29,19:31:47.597,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56935,E40,Received connection request /<*>:<*>,2015-07-29 19:31:47.597,4
1069,2015-07-29,19:31:50.937,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:31:50.937,4
1070,2015-07-29,19:31:51.046,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:31:51.046,2
1071,2015-07-29,19:31:51.049,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:31:51.049,4
1072,2015-07-29,19:31:54.184,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:31:54.184,11
1073,2015-07-29,19:31:54.276,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:56959,E40,Received connection request /<*>:<*>,2015-07-29 19:31:54.276,4
1074,2015-07-29,19:31:57.617,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:31:57.617,7
1075,2015-07-29,19:31:57.726,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44795,E40,Received connection request /<*>:<*>,2015-07-29 19:31:57.726,4
1076,2015-07-29,19:32:00.861,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:00.861,2
1077,2015-07-29,19:32:07.543,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:07.543,7
1078,2015-07-29,19:32:07.546,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:07.546,2
1079,2015-07-29,19:32:11.086,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44842,E40,Received connection request /<*>:<*>,2015-07-29 19:32:11.086,4
1080,2015-07-29,19:32:11.091,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:11.091,11
1081,2015-07-29,19:32:14.227,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:14.227,2
1082,2015-07-29,19:32:14.431,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:14.431,2
1083,2015-07-29,19:32:17.565,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:17.565,2
1084,2015-07-29,19:32:17.766,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44866,E40,Received connection request /<*>:<*>,2015-07-29 19:32:17.766,4
1085,2015-07-29,19:32:17.777,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:17.777,2
1086,2015-07-29,19:32:20.906,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:20.906,11
1087,2015-07-29,19:32:21.111,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44879,E40,Received connection request /<*>:<*>,2015-07-29 19:32:21.111,4
1088,2015-07-29,19:32:21.114,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:32:21.114,4
1089,2015-07-29,19:32:24.338,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:24.338,11
1090,2015-07-29,19:32:24.454,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:24.454,7
1091,2015-07-29,19:32:27.585,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:60575,E40,Received connection request /<*>:<*>,2015-07-29 19:32:27.585,4
1092,2015-07-29,19:32:27.586,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:27.586,2
1093,2015-07-29,19:32:27.586,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:27.586,7
1094,2015-07-29,19:32:27.588,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:27.588,11
1095,2015-07-29,19:32:31.017,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:31.017,2
1096,2015-07-29,19:32:31.018,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:31.018,11
1097,2015-07-29,19:32:34.356,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:34.356,7
1098,2015-07-29,19:32:37.607,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:32:37.607,4
1099,2015-07-29,19:32:40.947,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:40.947,2
1100,2015-07-29,19:32:40.948,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:40.948,11
1101,2015-07-29,19:32:41.038,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:32:41.038,4
1102,2015-07-29,19:32:41.149,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:41.149,7
1103,2015-07-29,19:32:41.155,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:41.155,7
1104,2015-07-29,19:32:44.493,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:44.493,7
1105,2015-07-29,19:32:44.498,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:44.498,7
1106,2015-07-29,19:32:50.969,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:32:50.969,11
1107,2015-07-29,19:32:50.970,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:32:50.970,2
1108,2015-07-29,19:32:51.174,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:44989,E40,Received connection request /<*>:<*>,2015-07-29 19:32:51.174,4
1109,2015-07-29,19:32:51.176,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:32:51.176,4
1110,2015-07-29,19:32:54.397,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:54.397,7
1111,2015-07-29,19:32:54.510,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:32:54.510,4
1112,2015-07-29,19:32:54.515,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:32:54.515,7
1113,2015-07-29,19:33:01.078,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:57197,E40,Received connection request /<*>:<*>,2015-07-29 19:33:01.078,4
1114,2015-07-29,19:33:01.198,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:33:01.198,11
1115,2015-07-29,19:33:07.757,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:33:07.757,11
1116,2015-07-29,19:33:08.980,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:33:08.980,4
1117,2015-07-29,19:33:11.011,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:11.011,7
1118,2015-07-29,19:33:11.012,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:33:11.012,11
1119,2015-07-29,19:33:11.219,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:11.219,7
1120,2015-07-29,19:33:14.438,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:33:14.438,4
1121,2015-07-29,19:33:14.554,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:14.554,7
1122,2015-07-29,19:33:21.031,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:21.031,7
1123,2015-07-29,19:33:21.034,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:21.034,7
1124,2015-07-29,19:33:21.121,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,2015-07-29 19:33:21.121,2
1125,2015-07-29,19:33:21.122,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:33:21.122,4
1126,2015-07-29,19:33:24.375,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:24.375,7
1127,2015-07-29,19:33:31.054,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:31.054,7
1128,2015-07-29,19:33:31.146,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:33:31.146,4
1129,2015-07-29,19:33:31.146,Informativo,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:57309,E40,Received connection request /<*>:<*>,2015-07-29 19:33:31.146,4
1130,2015-07-29,19:33:31.147,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:33:31.147,4
1131,2015-07-29,19:33:37.733,Advertencia,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",2015-07-29 19:33:37.733,11
1132,2015-07-29,19:33:37.931,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,2015-07-29 19:33:37.931,7
1133,2015-07-29,19:33:44.413,Advertencia,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,2015-07-29 19:33:44.413,4
