Content,Level,datetime,content_length,source
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
task_1445144423722_0020_m_000004 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
task_1445144423722_0020_m_000005 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
task_1445144423722_0020_m_000006 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
task_1445144423722_0020_m_000007 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
task_1445144423722_0020_m_000008 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:53.000,4,Hadoop
task_1445144423722_0020_m_000009 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
task_1445144423722_0020_r_000000 Task Transitioned from NEW to SCHEDULED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000004_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000005_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000006_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
attempt_1445144423722_0020_r_000000_0 TaskAttempt Transitioned from NEW to UNASSIGNED,Informativo,2015-10-18 18:01:53.000,7,Hadoop
"mapResourceRequest:<memory:1024, vCores:1>",Informativo,2015-10-18 18:01:53.000,2,Hadoop
"Event Writer setup for JobId: job_1445144423722_0020, File: hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist",Informativo,2015-10-18 18:01:53.000,8,Hadoop
"reduceResourceRequest:<memory:1024, vCores:1>",Informativo,2015-10-18 18:01:53.000,2,Hadoop
Before Scheduling: PendingReds:1 ScheduledMaps:10 ScheduledReds:0 AssignedMaps:0 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:0 ContRel:0 HostLocal:0 RackLocal:0,Informativo,2015-10-18 18:01:54.000,13,Hadoop
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:10240, vCores:-17> knownNMs=4",Informativo,2015-10-18 18:01:54.000,11,Hadoop
"Recalculating schedule, headroom=<memory:10240, vCores:-17>",Informativo,2015-10-18 18:01:54.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:01:54.000,8,Hadoop
"Recalculating schedule, headroom=<memory:10240, vCores:-17>",Informativo,2015-10-18 18:01:55.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:01:55.000,8,Hadoop
Got allocated containers 1,Informativo,2015-10-18 18:01:56.000,4,Hadoop
Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:56.000,4,Hadoop
Assigned container container_1445144423722_0020_01_000002 to attempt_1445144423722_0020_m_000000_0,Informativo,2015-10-18 18:01:56.000,5,Hadoop
"Recalculating schedule, headroom=<memory:8192, vCores:-19>",Informativo,2015-10-18 18:01:56.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:01:56.000,8,Hadoop
After Scheduling: PendingReds:1 ScheduledMaps:9 ScheduledReds:0 AssignedMaps:1 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:1 ContRel:0 HostLocal:0 RackLocal:1,Informativo,2015-10-18 18:01:56.000,13,Hadoop
Resolved 04DN8IQ.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:57.000,4,Hadoop
The job-jar file on the remote FS is hdfs://msra-sa-41:9000/tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.jar,Informativo,2015-10-18 18:01:57.000,9,Hadoop
The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job.xml,Informativo,2015-10-18 18:01:57.000,9,Hadoop
Adding #0 tokens and #1 secret keys for NM use for launching container,Informativo,2015-10-18 18:01:57.000,13,Hadoop
Size of containertokens_dob is 1,Informativo,2015-10-18 18:01:57.000,5,Hadoop
Putting shuffle token in serviceData,Informativo,2015-10-18 18:01:57.000,5,Hadoop
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Informativo,2015-10-18 18:01:57.000,7,Hadoop
Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000002 taskAttempt attempt_1445144423722_0020_m_000000_0,Informativo,2015-10-18 18:01:57.000,10,Hadoop
Launching attempt_1445144423722_0020_m_000000_0,Informativo,2015-10-18 18:01:57.000,2,Hadoop
Opening proxy : 04DN8IQ.fareast.corp.microsoft.com:54883,Informativo,2015-10-18 18:01:57.000,4,Hadoop
Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000000_0 : 13562,Informativo,2015-10-18 18:01:57.000,9,Hadoop
TaskAttempt: [attempt_1445144423722_0020_m_000000_0] using containerId: [container_1445144423722_0020_01_000002 on NM: [04DN8IQ.fareast.corp.microsoft.com:54883],Informativo,2015-10-18 18:01:57.000,8,Hadoop
attempt_1445144423722_0020_m_000000_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,Informativo,2015-10-18 18:01:57.000,7,Hadoop
ATTEMPT_START task_1445144423722_0020_m_000000,Informativo,2015-10-18 18:01:57.000,2,Hadoop
task_1445144423722_0020_m_000000 Task Transitioned from SCHEDULED to RUNNING,Informativo,2015-10-18 18:01:57.000,7,Hadoop
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:7168, vCores:-20> knownNMs=4",Informativo,2015-10-18 18:01:57.000,11,Hadoop
"Recalculating schedule, headroom=<memory:7168, vCores:-20>",Informativo,2015-10-18 18:01:57.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:01:57.000,8,Hadoop
Got allocated containers 1,Informativo,2015-10-18 18:01:58.000,4,Hadoop
Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:58.000,4,Hadoop
Assigned container container_1445144423722_0020_01_000003 to attempt_1445144423722_0020_m_000001_0,Informativo,2015-10-18 18:01:58.000,5,Hadoop
"Recalculating schedule, headroom=<memory:5120, vCores:-22>",Informativo,2015-10-18 18:01:58.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:01:58.000,8,Hadoop
After Scheduling: PendingReds:1 ScheduledMaps:8 ScheduledReds:0 AssignedMaps:2 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:2 ContRel:0 HostLocal:0 RackLocal:2,Informativo,2015-10-18 18:01:58.000,13,Hadoop
Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:01:58.000,4,Hadoop
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Informativo,2015-10-18 18:01:58.000,7,Hadoop
Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000003 taskAttempt attempt_1445144423722_0020_m_000001_0,Informativo,2015-10-18 18:01:58.000,10,Hadoop
Launching attempt_1445144423722_0020_m_000001_0,Informativo,2015-10-18 18:01:58.000,2,Hadoop
Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,Informativo,2015-10-18 18:01:58.000,4,Hadoop
Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000001_0 : 13562,Informativo,2015-10-18 18:01:58.000,9,Hadoop
TaskAttempt: [attempt_1445144423722_0020_m_000001_0] using containerId: [container_1445144423722_0020_01_000003 on NM: [MININT-FNANLI5.fareast.corp.microsoft.com:52368],Informativo,2015-10-18 18:01:58.000,8,Hadoop
attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,Informativo,2015-10-18 18:01:58.000,7,Hadoop
ATTEMPT_START task_1445144423722_0020_m_000001,Informativo,2015-10-18 18:01:58.000,2,Hadoop
task_1445144423722_0020_m_000001 Task Transitioned from SCHEDULED to RUNNING,Informativo,2015-10-18 18:01:58.000,7,Hadoop
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:4096, vCores:-23> knownNMs=4",Informativo,2015-10-18 18:01:59.000,11,Hadoop
"Recalculating schedule, headroom=<memory:4096, vCores:-23>",Informativo,2015-10-18 18:01:59.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:01:59.000,8,Hadoop
Got allocated containers 1,Informativo,2015-10-18 18:02:00.000,4,Hadoop
Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:02:00.000,4,Hadoop
Assigned container container_1445144423722_0020_01_000004 to attempt_1445144423722_0020_m_000002_0,Informativo,2015-10-18 18:02:00.000,5,Hadoop
"Recalculating schedule, headroom=<memory:3072, vCores:-24>",Informativo,2015-10-18 18:02:00.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:00.000,8,Hadoop
After Scheduling: PendingReds:1 ScheduledMaps:7 ScheduledReds:0 AssignedMaps:3 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:3 ContRel:0 HostLocal:0 RackLocal:3,Informativo,2015-10-18 18:02:00.000,13,Hadoop
Resolved MININT-FNANLI5.fareast.corp.microsoft.com to /default-rack,Informativo,2015-10-18 18:02:00.000,4,Hadoop
attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Informativo,2015-10-18 18:02:00.000,7,Hadoop
Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000004 taskAttempt attempt_1445144423722_0020_m_000002_0,Informativo,2015-10-18 18:02:00.000,10,Hadoop
Launching attempt_1445144423722_0020_m_000002_0,Informativo,2015-10-18 18:02:00.000,2,Hadoop
Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,Informativo,2015-10-18 18:02:00.000,4,Hadoop
Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000002_0 : 13562,Informativo,2015-10-18 18:02:01.000,9,Hadoop
TaskAttempt: [attempt_1445144423722_0020_m_000002_0] using containerId: [container_1445144423722_0020_01_000004 on NM: [MININT-FNANLI5.fareast.corp.microsoft.com:52368],Informativo,2015-10-18 18:02:01.000,8,Hadoop
attempt_1445144423722_0020_m_000002_0 TaskAttempt Transitioned from ASSIGNED to RUNNING,Informativo,2015-10-18 18:02:01.000,7,Hadoop
ATTEMPT_START task_1445144423722_0020_m_000002,Informativo,2015-10-18 18:02:01.000,2,Hadoop
task_1445144423722_0020_m_000002 Task Transitioned from SCHEDULED to RUNNING,Informativo,2015-10-18 18:02:01.000,7,Hadoop
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:1024, vCores:-26> knownNMs=4",Informativo,2015-10-18 18:02:02.000,11,Hadoop
"Recalculating schedule, headroom=<memory:1024, vCores:-26>",Informativo,2015-10-18 18:02:02.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:02.000,8,Hadoop
Auth successful for job_1445144423722_0020 (auth:SIMPLE),Informativo,2015-10-18 18:02:02.000,5,Hadoop
JVM with ID : jvm_1445144423722_0020_m_000002 asked for a task,Informativo,2015-10-18 18:02:02.000,9,Hadoop
JVM with ID: jvm_1445144423722_0020_m_000002 given task: attempt_1445144423722_0020_m_000000_0,Informativo,2015-10-18 18:02:02.000,7,Hadoop
"Recalculating schedule, headroom=<memory:1024, vCores:-26>",Informativo,2015-10-18 18:02:03.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:03.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:04.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:04.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:05.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:05.000,8,Hadoop
Auth successful for job_1445144423722_0020 (auth:SIMPLE),Informativo,2015-10-18 18:02:05.000,5,Hadoop
JVM with ID : jvm_1445144423722_0020_m_000003 asked for a task,Informativo,2015-10-18 18:02:05.000,9,Hadoop
JVM with ID: jvm_1445144423722_0020_m_000003 given task: attempt_1445144423722_0020_m_000001_0,Informativo,2015-10-18 18:02:05.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:06.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:06.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:07.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:07.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:08.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:08.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:09.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:09.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:10.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:10.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:11.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:11.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:12.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:12.000,8,Hadoop
Auth successful for job_1445144423722_0020 (auth:SIMPLE),Informativo,2015-10-18 18:02:12.000,5,Hadoop
JVM with ID : jvm_1445144423722_0020_m_000004 asked for a task,Informativo,2015-10-18 18:02:12.000,9,Hadoop
JVM with ID: jvm_1445144423722_0020_m_000004 given task: attempt_1445144423722_0020_m_000002_0,Informativo,2015-10-18 18:02:12.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:13.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:13.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:14.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:14.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:15.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:15.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.023958297,Informativo,2015-10-18 18:02:17.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:17.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:17.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:18.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:18.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:19.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:19.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:20.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:20.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.065791264,Informativo,2015-10-18 18:02:20.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:21.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:21.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.05713628,Informativo,2015-10-18 18:02:21.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:22.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:22.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:23.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:23.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:24.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:24.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10004553,Informativo,2015-10-18 18:02:24.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.079464614,Informativo,2015-10-18 18:02:24.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.06741504,Informativo,2015-10-18 18:02:25.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:25.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:25.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:26.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:26.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:27.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:27.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Informativo,2015-10-18 18:02:27.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:28.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:28.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.10501281,Informativo,2015-10-18 18:02:28.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.103304505,Informativo,2015-10-18 18:02:29.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:29.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:29.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:30.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:30.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Informativo,2015-10-18 18:02:31.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:31.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:31.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Informativo,2015-10-18 18:02:32.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Informativo,2015-10-18 18:02:32.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:33.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:33.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:34.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:34.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:35.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:35.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Informativo,2015-10-18 18:02:35.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Informativo,2015-10-18 18:02:35.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:36.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:36.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Informativo,2015-10-18 18:02:36.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:37.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:37.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:38.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:38.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Informativo,2015-10-18 18:02:38.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Informativo,2015-10-18 18:02:39.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:39.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:39.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Informativo,2015-10-18 18:02:39.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:40.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:40.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:41.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:41.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Informativo,2015-10-18 18:02:42.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:42.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:42.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Informativo,2015-10-18 18:02:43.000,7,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,Informativo,2015-10-18 18:02:43.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:43.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:43.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:44.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:44.000,8,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:45.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:45.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,Informativo,2015-10-18 18:02:45.000,7,Hadoop
"Recalculating schedule, headroom=<memory:0, vCores:-27>",Informativo,2015-10-18 18:02:46.000,4,Hadoop
Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,Informativo,2015-10-18 18:02:46.000,8,Hadoop
Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,Informativo,2015-10-18 18:02:46.000,7,Hadoop
